CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,DEPARTAMENTO_ORIGEN,ESTABLECIMIENTO_ORIG,DIRECCION_ORIG,TELEFONO_ORIG,TELEFONO_VALIDO,ZONA,DIRECCION_STD,DIR_AVENIDA,DIR_CALLE,DIR_KM,DIR_NUMERO,__KEY_MERGE_CAP__,DUP_CAPITAL_MERGE,DUP_CAPITAL_CODIGOS_DISTINTOS
18 - 04 - 0199 - 46,18 - 030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA - INED -,BARRIO LAS FLORES,79480009,ZOILA ELIZABETH PINEDA,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA - INED -,BARRIO LAS FLORES,79480009,True,,BARRIO LAS FLORES,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA - INED - |BARRIO LAS FLORES|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|79480009,False,False
18 - 04 - 0204 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE,ALDEA PLAYITAS,31826809,ELSA YADIRA MARTINEZ PEREZ,VÍCTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"INSTITUTO PRIVADO MIXTO ""JOSÉ CECILIO DEL VALLE""",ALDEA PLAYITAS,31826809,True,,ALDEA PLAYITAS,,,,,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE|ALDEA PLAYITAS|MORALES|IZABAL|DOBLE|FIN DE SEMANA|31826809,False,False
18 - 04 - 0205 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE,ALDEA PLAYITAS,31826809,ELSA YADIRA MARTINEZ PEREZ,VÍCTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"INSTITUTO PRIVADO MIXTO ""JOSÉ CECILIO DEL VALLE""",ALDEA PLAYITAS,31826809,True,,ALDEA PLAYITAS,,,,,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE|ALDEA PLAYITAS|MORALES|IZABAL|DOBLE|FIN DE SEMANA|31826809,False,False
18 - 04 - 0209 - 46,18 - 039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO BETHEZDA,ALDEA CAYUGA,57006014,ELSA YADIRA MARTINEZ PEREZ,SHARON GINELIE RUIZ PINEDA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"COLEGIO PRIVADO MIXTO ""BETHEZDA""",ALDEA CAYUGA,57006014,True,,ALDEA CAYUGA,,,,,COLEGIO PRIVADO MIXTO BETHEZDA|ALDEA CAYUGA|MORALES|IZABAL|DOBLE|FIN DE SEMANA|57006014,False,False
18 - 04 - 0212 - 46,18 - 039,IZABAL,MORALES,LICEO EDUCACIONAL PRIVADO MIXTO INTERACTIVO LEMI,ALDEA TENEDORES,49572679,ELSA YADIRA MARTINEZ PEREZ,CLAUDIA MARÍA AGUIRRE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,"LICEO EDUCACIONAL PRIVADO MIXTO INTERACTIVO ""LEMI""",ALDEA TENEDORES,49572679,True,,ALDEA TENEDORES,,,,,LICEO EDUCACIONAL PRIVADO MIXTO INTERACTIVO LEMI|ALDEA TENEDORES|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|49572679,False,False
18 - 04 - 0213 - 46,18 - 039,IZABAL,MORALES,CENTRO EDUCATIVO PRIVADO YATZAR NURIM,BARRIO EL REMOLINO,79479521,ELSA YADIRA MARTINEZ PEREZ,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),IZABAL,Izabal,"CENTRO EDUCATIVO PRIVADO ""YATZAR NURIM""",BARRIO EL REMOLINO,79479521,True,,BARRIO EL REMOLINO,,,,,CENTRO EDUCATIVO PRIVADO YATZAR NURIM|BARRIO EL REMOLINO|MORALES|IZABAL|DOBLE|DIARIO (REGULAR)|79479521,False,False
18 - 04 - 0218 - 46,18 - 039,IZABAL,MORALES,LICEO IZABAL,BARRIO EL CARRIZAL,79478332,ELSA YADIRA MARTINEZ PEREZ,MARIA EUGENIA MOLINA ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,LICEO IZABAL,BARRIO EL CARRIZAL,79478332,True,,BARRIO EL CARRIZAL,,,,,LICEO IZABAL|BARRIO EL CARRIZAL|MORALES|IZABAL|DOBLE|FIN DE SEMANA|79478332,False,False
18 - 04 - 0223 - 46,18 - 039,IZABAL,MORALES,LICEO TECNICO VOCACIONAL HARVARD DE GUATEMALA,ALDEA ONEIDA,79487410,ELSA YADIRA MARTINEZ PEREZ,ROBIN ELIUD HERNÁNDEZ RAMIREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"LICEO TECNICO VOCACIONAL ""HARVARD DE GUATEMALA""",ALDEA ONEIDA,79487410,True,,ALDEA ONEIDA,,,,,LICEO TECNICO VOCACIONAL HARVARD DE GUATEMALA|ALDEA ONEIDA|MORALES|IZABAL|DOBLE|FIN DE SEMANA|79487410,False,False
18 - 04 - 0224 - 46,18 - 030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN FRANCISCO MILLA 45,45256003,ZOILA ELIZABETH PINEDA,ELDER ONYLL GONZÁLEZ LÓPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN FRANCISCO MILLA 45,45256003,True,,ALDEA SAN FRANCISCO MILLA 45,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|ALDEA SAN FRANCISCO MILLA 45|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|45256003,False,False
18 - 04 - 0228 - 46,18 - 039,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRIOS LOS CASTRO,42601313 / 79476691,ELSA YADIRA MARTINEZ PEREZ,CLAUDIA LORENA QUINTEROS ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"LICEO ""ALVAREZ OVALLE""",BARRIOS LOS CASTRO,42601313 - 79476691,True,,BARRIOS LOS CASTRO,,,,,LICEO ALVAREZ OVALLE|BARRIOS LOS CASTRO|MORALES|IZABAL|DOBLE|FIN DE SEMANA|42601313 / 79476691,False,False
18 - 04 - 0231 - 46,18 - 039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO SAN JOSE,COLONIA VILLAS DEL ROSARIO,59683248,ELSA YADIRA MARTINEZ PEREZ,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),IZABAL,Izabal,"COLEGIO PRIVADO MIXTO ""SAN JOSE""",COLONIA VILLAS DEL ROSARIO,59683248,True,,COLONIA VILLAS DEL ROSARIO,,,,,COLEGIO PRIVADO MIXTO SAN JOSE|COLONIA VILLAS DEL ROSARIO|MORALES|IZABAL|MATUTINA|DIARIO (REGULAR)|59683248,False,False
18 - 04 - 0234 - 46,18 - 039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO BETHEZDA,ALDEA CAYUGA,57006014,ELSA YADIRA MARTINEZ PEREZ,SHARON GINELIE RUIZ PINEDA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,"COLEGIO PRIVADO MIXTO ""BETHEZDA""",ALDEA CAYUGA,57006014,True,,ALDEA CAYUGA,,,,,COLEGIO PRIVADO MIXTO BETHEZDA|ALDEA CAYUGA|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|57006014,False,False
18 - 04 - 0241 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,ALDEA LAS JARAS,79478238,ELSA YADIRA MARTINEZ PEREZ,JOSE GUILLERMO MORALES MOSCOSO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,ALDEA LAS JARAS,79478238,True,,ALDEA LAS JARAS,,,,,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO|ALDEA LAS JARAS|MORALES|IZABAL|DOBLE|FIN DE SEMANA|79478238,False,False
18 - 04 - 0246 - 46,18 - 039,IZABAL,MORALES,LICEO EDUCACIONAL MIXTO DEI VERBUM,ALDEA SAN ISIDRO EL CHOCO,53660792 / 55969273,ELSA YADIRA MARTINEZ PEREZ,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"""LICEO EDUCACIONAL MIXTO DEI VERBUM""",ALDEA SAN ISIDRO EL CHOCO,53660792 - 55969273,True,,ALDEA SAN ISIDRO EL CHOCO,,,,,LICEO EDUCACIONAL MIXTO DEI VERBUM|ALDEA SAN ISIDRO EL CHOCO|MORALES|IZABAL|DOBLE|FIN DE SEMANA|53660792 / 55969273,False,False
18 - 04 - 0373 - 46,18 - 030,IZABAL,MORALES,ESCUELA DE CIENCIAS COMERCIALES FRANCISCO MARROQUIN,AVENIDA VICENTE COZZA,42122556,ZOILA ELIZABETH PINEDA,OLGA LILIAN MADRID LEIVA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,ESCUELA DE CIENCIAS COMERCIALES FRANCISCO MARROQUIN,AVENIDA VICENTE COZZA,42122556,True,,AVENIDA VICENTE COZZA,,,,,ESCUELA DE CIENCIAS COMERCIALES FRANCISCO MARROQUIN|AVENIDA VICENTE COZZA|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|42122556,False,False
18 - 04 - 0376 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,MORALES,79478238,ELSA YADIRA MARTINEZ PEREZ,DORA AMELIA MOSCOSO Y MOSCOSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,MORALES,79478238,True,,MORALES,,,,,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO|MORALES|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|79478238,False,False
18 - 04 - 0377 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR. PEDRO MOLINA,BARRIO EL CARRIZAL,79477890,ELSA YADIRA MARTINEZ PEREZ,MARÍA MAGDALENA MORALES CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,"INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",BARRIO EL CARRIZAL,79477890,True,,BARRIO EL CARRIZAL,,,,,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR. PEDRO MOLINA|BARRIO EL CARRIZAL|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|79477890,False,False
18 - 04 - 0380 - 46,18 - 039,IZABAL,MORALES,LICEO EDUCACIONAL MIXTO DEI VERBUM,ALDEA SAN ISIDRO EL CHOCO,53660792 / 55969273,ELSA YADIRA MARTINEZ PEREZ,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"""LICEO EDUCACIONAL MIXTO DEI VERBUM""",ALDEA SAN ISIDRO EL CHOCO,53660792 - 55969273,True,,ALDEA SAN ISIDRO EL CHOCO,,,,,LICEO EDUCACIONAL MIXTO DEI VERBUM|ALDEA SAN ISIDRO EL CHOCO|MORALES|IZABAL|DOBLE|FIN DE SEMANA|53660792 / 55969273,False,False
18 - 04 - 0382 - 46,18 - 039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA,ALDEA EL ROSARIO,55503911,ELSA YADIRA MARTINEZ PEREZ,MANUEL SALVADOR PINTO CABRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"COLEGIO PRIVADO MIXTO VOCACIONAL ""MONTEMARIA""",ALDEA EL ROSARIO,55503911,True,,ALDEA EL ROSARIO,,,,,COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA|ALDEA EL ROSARIO|MORALES|IZABAL|DOBLE|FIN DE SEMANA|55503911,False,False
18 - 04 - 0383 - 46,18 - 039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA,ALDEA EL ROSARIO,55503911,ELSA YADIRA MARTINEZ PEREZ,MANUEL SALVADOR PINTO CABRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"COLEGIO PRIVADO MIXTO VOCACIONAL ""MONTEMARIA""",ALDEA EL ROSARIO,55503911,True,,ALDEA EL ROSARIO,,,,,COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA|ALDEA EL ROSARIO|MORALES|IZABAL|DOBLE|FIN DE SEMANA|55503911,False,False
18 - 04 - 0384 - 46,18 - 039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA,ALDEA EL ROSARIO,55503911,ELSA YADIRA MARTINEZ PEREZ,MANUEL SALVADOR PINTO CABRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,"COLEGIO PRIVADO MIXTO VOCACIONAL ""MONTEMARIA""",ALDEA EL ROSARIO,55503911,True,,ALDEA EL ROSARIO,,,,,COLEGIO PRIVADO MIXTO VOCACIONAL MONTEMARIA|ALDEA EL ROSARIO|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|55503911,False,False
18 - 04 - 0389 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO,ALDEA RIO NEGRO,40268253,ELSA YADIRA MARTINEZ PEREZ,DARWIN ENRIQUE ALVAREZ MORÁN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO,ALDEA RIO NEGRO,40268253,True,,ALDEA RIO NEGRO,,,,,INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO|ALDEA RIO NEGRO|MORALES|IZABAL|DOBLE|FIN DE SEMANA|40268253,False,False
18 - 04 - 0395 - 46,18 - 039,IZABAL,MORALES,INSTITUTO EVANGELICO PARTICULAR MIXTO BAUTISTA,BARRIO EL CARRIZAL,79477790,ELSA YADIRA MARTINEZ PEREZ,DAVID RAFAEL CASTILLO DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO EVANGELICO PARTICULAR MIXTO BAUTISTA,BARRIO EL CARRIZAL,79477790,True,,BARRIO EL CARRIZAL,,,,,INSTITUTO EVANGELICO PARTICULAR MIXTO BAUTISTA|BARRIO EL CARRIZAL|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|79477790,False,False
18 - 04 - 0397 - 46,18 - 030,IZABAL,MORALES,INED,ALDEA JUYAMA,40118887,ZOILA ELIZABETH PINEDA,ADOLFO BENEDICTO GARCÍA OVANDO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO (REGULAR),IZABAL,Izabal,INED,ALDEA JUYAMA,40118887,True,,ALDEA JUYAMA,,,,,INED|ALDEA JUYAMA|MORALES|IZABAL|NOCTURNA|DIARIO (REGULAR)|40118887,False,False
18 - 04 - 0400 - 46,18 - 039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO JIREH,"COLONIA VILLA DEL ROSARIO, BANANERA",51529070,ELSA YADIRA MARTINEZ PEREZ,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),IZABAL,Izabal,"COLEGIO PRIVADO MIXTO ""JIREH""","COLONIA VILLA DEL ROSARIO, BANANERA",51529070,True,,"COLONIA VILLA DEL ROSARIO, BANANERA",,,,,"COLEGIO PRIVADO MIXTO JIREH|COLONIA VILLA DEL ROSARIO, BANANERA|MORALES|IZABAL|MATUTINA|DIARIO (REGULAR)|51529070",False,False
18 - 04 - 0404 - 46,18 - 030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CALLE TULIO MARUZZO,79478590,ZOILA ELIZABETH PINEDA,GLENDA MARIBEL VÁSQUEZ ENAMORADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO (REGULAR),IZABAL,Izabal,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CALLE TULIO MARUZZO,79478590,True,,CALLE TULIO MARUZZO,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|CALLE TULIO MARUZZO|MORALES|IZABAL|NOCTURNA|DIARIO (REGULAR)|79478590,False,False
18 - 04 - 0405 - 46,18 - 039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO JIREH,"COLONIA VILLA DEL ROSARIO, BANANERA",40984392,ELSA YADIRA MARTINEZ PEREZ,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"COLEGIO PRIVADO MIXTO ""JIREH""","COLONIA VILLA DEL ROSARIO, BANANERA",40984392,True,,"COLONIA VILLA DEL ROSARIO, BANANERA",,,,,"COLEGIO PRIVADO MIXTO JIREH|COLONIA VILLA DEL ROSARIO, BANANERA|MORALES|IZABAL|DOBLE|FIN DE SEMANA|40984392",False,False
18 - 04 - 0406 - 46,18 - 039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO JIREH,"COLONIA VILLA DEL ROSARIO, BANANERA",40984392,ELSA YADIRA MARTINEZ PEREZ,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"COLEGIO PRIVADO MIXTO ""JIREH""","COLONIA VILLA DEL ROSARIO, BANANERA",40984392,True,,"COLONIA VILLA DEL ROSARIO, BANANERA",,,,,"COLEGIO PRIVADO MIXTO JIREH|COLONIA VILLA DEL ROSARIO, BANANERA|MORALES|IZABAL|DOBLE|FIN DE SEMANA|40984392",False,False
18 - 04 - 0411 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO FUENTE DE VIDA,ALDEA PLAYITAS,55969273,ELSA YADIRA MARTINEZ PEREZ,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"INSTITUTO PRIVADO MIXTO ""FUENTE DE VIDA""",ALDEA PLAYITAS,55969273,True,,ALDEA PLAYITAS,,,,,INSTITUTO PRIVADO MIXTO FUENTE DE VIDA|ALDEA PLAYITAS|MORALES|IZABAL|DOBLE|FIN DE SEMANA|55969273,False,False
18 - 04 - 0412 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO FUENTE DE VIDA,ALDEA PLAYITAS,55969273,ELSA YADIRA MARTINEZ PEREZ,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"INSTITUTO PRIVADO MIXTO ""FUENTE DE VIDA""",ALDEA PLAYITAS,55969273,True,,ALDEA PLAYITAS,,,,,INSTITUTO PRIVADO MIXTO FUENTE DE VIDA|ALDEA PLAYITAS|MORALES|IZABAL|DOBLE|FIN DE SEMANA|55969273,False,False
18 - 04 - 0418 - 46,18 - 039,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,ELSA YADIRA MARTINEZ PEREZ,MAJIB JHESSIEL YAZDIE WADY JOZ LANDAVERRY VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,True,,ALDEA LOS ANDES,,,,,CENTRO EDUCATIVO MAYA SYSTEMS|ALDEA LOS ANDES|MORALES|IZABAL|DOBLE|FIN DE SEMANA|53626154,False,False
18 - 04 - 0422 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO CRISTO REY,ALDEA EL CEDRO,30727557,ELSA YADIRA MARTINEZ PEREZ,NANCY CAROLA GÁMEZ ORTÍZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"INSTITUTO PRIVADO MIXTO ""CRISTO REY""",ALDEA EL CEDRO,30727557,True,,ALDEA EL CEDRO,,,,,INSTITUTO PRIVADO MIXTO CRISTO REY|ALDEA EL CEDRO|MORALES|IZABAL|DOBLE|FIN DE SEMANA|30727557,False,False
18 - 04 - 0423 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO CRISTO REY,ALDEA EL CEDRO,30727557,ELSA YADIRA MARTINEZ PEREZ,NANCY CAROLA GÁMEZ ORTÍZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"INSTITUTO PRIVADO MIXTO ""CRISTO REY""",ALDEA EL CEDRO,30727557,True,,ALDEA EL CEDRO,,,,,INSTITUTO PRIVADO MIXTO CRISTO REY|ALDEA EL CEDRO|MORALES|IZABAL|DOBLE|FIN DE SEMANA|30727557,False,False
18 - 04 - 0429 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO GENESIS,BARRIO EL MITCHAL,49165611,ELSA YADIRA MARTINEZ PEREZ,NUBAR ENID MOLINEROS ORTEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"INSTITUTO PARTICULAR MIXTO ""GÉNESIS""",BARRIO EL MITCHAL,49165611,True,,BARRIO EL MITCHAL,,,,,INSTITUTO PARTICULAR MIXTO GENESIS|BARRIO EL MITCHAL|MORALES|IZABAL|DOBLE|FIN DE SEMANA|49165611,False,False
18 - 04 - 0431 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO GENESIS,BARRIO EL MITCHAL,49165611,ELSA YADIRA MARTINEZ PEREZ,NUBAR ENID MOLINEROS ORTEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"INSTITUTO PARTICULAR MIXTO ""GÉNESIS""",BARRIO EL MITCHAL,49165611,True,,BARRIO EL MITCHAL,,,,,INSTITUTO PARTICULAR MIXTO GENESIS|BARRIO EL MITCHAL|MORALES|IZABAL|DOBLE|FIN DE SEMANA|49165611,False,False
18 - 04 - 0435 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO SAN JOSE,ALDEA RIO NEGRO,53591094,ELSA YADIRA MARTINEZ PEREZ,MARVIN OTTONIEL CARDONA RECINOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,INSTITUTO PRIVADO MIXTO SAN JOSE,ALDEA RIO NEGRO,53591094,True,,ALDEA RIO NEGRO,,,,,INSTITUTO PRIVADO MIXTO SAN JOSE|ALDEA RIO NEGRO|MORALES|IZABAL|DOBLE|FIN DE SEMANA|53591094,False,False
18 - 04 - 0441 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DEJANDO HUELLA,ALDEA LOS CERRITOS,47401633,ELSA YADIRA MARTINEZ PEREZ,ADONIA MARISOL LÓPEZ GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"INSTITUTO PRIVADO MIXTO ""DEJANDO HUELLA""",ALDEA LOS CERRITOS,47401633,True,,ALDEA LOS CERRITOS,,,,,INSTITUTO PRIVADO MIXTO DEJANDO HUELLA|ALDEA LOS CERRITOS|MORALES|IZABAL|DOBLE|FIN DE SEMANA|47401633,False,False
18 - 04 - 0442 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DEJANDO HUELLA,ALDEA LOS CERRITOS,47401633,ELSA YADIRA MARTINEZ PEREZ,ADONIA MARISOL LÓPEZ GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,Izabal,"INSTITUTO PRIVADO MIXTO ""DEJANDO HUELLA""",ALDEA LOS CERRITOS,47401633,True,,ALDEA LOS CERRITOS,,,,,INSTITUTO PRIVADO MIXTO DEJANDO HUELLA|ALDEA LOS CERRITOS|MORALES|IZABAL|DOBLE|FIN DE SEMANA|47401633,False,False
18 - 04 - 0446 - 46,18 - 039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE,ALDEA PLAYITAS,31826809,ELSA YADIRA MARTINEZ PEREZ,VÍCTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),IZABAL,Izabal,"INSTITUTO PRIVADO MIXTO ""JOSE CECILIO DEL VALLE""",ALDEA PLAYITAS,31826809,True,,ALDEA PLAYITAS,,,,,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE|ALDEA PLAYITAS|MORALES|IZABAL|VESPERTINA|DIARIO (REGULAR)|31826809,False,False
